,avgBitrate,maxBitrate,minBitrate,q25_bitrate,q50_bitrate,q75_bitrate,q90_bitrate,avgBuffer,maxBuffer,minBuffer,q25_buffer,q50_buffer,q75_buffer,q90_buffer,numOfStallings,avgStalling,maxStalling,minStalling,q25_stalling,q50_stalling,q75_stalling,q90_stalling
0,529.5,529.5,529.5,529.5,529.5,529.5,529.5,30.58291570354706,58.10199995613098,0.0,16.766010526226044,30.667775556266783,44.52512730960465,52.824127173568726,2,0.3669999780654907,0.7339999561309813,0,0.1834999890327453,0.3669999780654907,0.550499967098236,0.6605999605178832
